Stay Type,Sales Channel,Trip Type,Booking Origin,Flight Day,Days Before Flight,Length of Stay,Booking Completed
Long Stay,Internet,RoundTrip,Macau,3,9,28,0
Long Stay,Internet,RoundTrip,Macau,1,91,28,1
Long Stay,Internet,RoundTrip,Macau,3,11,43,1
Long Stay,Internet,RoundTrip,Macau,1,1,30,1
Long Stay,Internet,RoundTrip,Macau,4,53,18,0
Long Stay,Internet,RoundTrip,Macau,5,37,29,0
Long Stay,Internet,RoundTrip,Macau,1,2,30,1
Long Stay,Internet,RoundTrip,Macau,5,35,26,0
Long Stay,Internet,RoundTrip,Macau,4,18,20,1
Long Stay,Internet,RoundTrip,Macau,1,9,20,1
Long Stay,Internet,RoundTrip,Macau,4,25,45,0
Long Stay,Internet,RoundTrip,Macau,6,16,25,0
Long Stay,Internet,RoundTrip,Macau,1,23,26,0
Long Stay,Internet,RoundTrip,China,1,11,32,0
Long Stay,Internet,RoundTrip,Macau,3,49,25,0
Long Stay,Internet,RoundTrip,Macau,4,15,28,0
Long Stay,Internet,RoundTrip,Macau,4,58,20,0
Long Stay,Internet,RoundTrip,Macau,5,2,17,0
Long Stay,Internet,RoundTrip,Macau,5,23,19,1
Long Stay,Internet,RoundTrip,Macau,3,2,20,0
Long Stay,Internet,RoundTrip,Macau,5,79,28,0
Long Stay,Internet,RoundTrip,Macau,5,3,30,1
Long Stay,Internet,RoundTrip,Macau,4,13,37,0
Long Stay,Internet,RoundTrip,Macau,3,11,29,1
Long Stay,Internet,RoundTrip,Macau,6,50,23,1
Long Stay,Internet,RoundTrip,Macau,6,2,25,0
Long Stay,Internet,RoundTrip,Macau,1,23,41,0
Long Stay,Internet,RoundTrip,Macau,4,73,30,1
Long Stay,Internet,RoundTrip,Macau,2,6,56,0
Long Stay,Mobile,RoundTrip,Macau,4,61,26,1
Long Stay,Internet,RoundTrip,Macau,7,56,33,0
Long Stay,Mobile,RoundTrip,Macau,3,5,20,0
Long Stay,Internet,RoundTrip,Macau,1,3,22,0
Long Stay,Internet,RoundTrip,Macau,7,31,93,0
Long Stay,Internet,RoundTrip,Macau,1,84,25,0
Long Stay,Internet,RoundTrip,Macau,3,54,21,0
Long Stay,Internet,RoundTrip,Macau,6,6,44,0
Long Stay,Internet,RoundTrip,Macau,1,32,20,0
Long Stay,Mobile,RoundTrip,Macau,3,0,32,0
Long Stay,Internet,RoundTrip,Macau,4,67,25,0
Long Stay,Internet,RoundTrip,Macau,1,91,17,1
Long Stay,Internet,RoundTrip,Macau,1,48,19,1
Long Stay,Internet,RoundTrip,Macau,4,8,30,0
Long Stay,Internet,RoundTrip,Macau,5,11,42,0
Long Stay,Internet,RoundTrip,Macau,1,56,24,0
Long Stay,Internet,RoundTrip,Macau,5,42,25,1
Long Stay,Internet,RoundTrip,Macau,5,32,20,0
Long Stay,Internet,RoundTrip,Macau,1,13,40,0
Long Stay,Internet,RoundTrip,Macau,2,6,21,0
Long Stay,Internet,RoundTrip,Macau,5,10,43,0
Long Stay,Internet,RoundTrip,Malaysia,5,16,78,0
Long Stay,Internet,RoundTrip,Malaysia,6,32,44,0
Long Stay,Internet,RoundTrip,Malaysia,2,6,43,0
Long Stay,Internet,RoundTrip,Malaysia,4,8,30,0
Long Stay,Internet,RoundTrip,Malaysia,1,15,92,0
Long Stay,Internet,RoundTrip,Malaysia,3,0,62,0
Long Stay,Internet,RoundTrip,Malaysia,1,27,55,0
Long Stay,Internet,RoundTrip,Malaysia,4,5,52,0
Long Stay,Internet,RoundTrip,Malaysia,3,25,45,0
Long Stay,Internet,RoundTrip,Malaysia,1,3,42,0
Long Stay,Internet,RoundTrip,Malaysia,1,25,77,1
Long Stay,Internet,RoundTrip,Malaysia,2,2,61,0
Long Stay,Internet,RoundTrip,Malaysia,4,41,92,0
Long Stay,Internet,RoundTrip,Malaysia,1,29,62,0
Long Stay,Internet,RoundTrip,Malaysia,2,134,29,0
Long Stay,Internet,RoundTrip,Malaysia,5,17,50,0
Long Stay,Internet,RoundTrip,Malaysia,2,32,90,1
Long Stay,Internet,RoundTrip,Malaysia,5,52,42,0
Long Stay,Internet,RoundTrip,Malaysia,7,32,44,1
Long Stay,Internet,RoundTrip,Malaysia,5,2,63,0
Long Stay,Internet,RoundTrip,Malaysia,4,70,96,0
Long Stay,Internet,RoundTrip,Malaysia,2,20,91,0
Long Stay,Internet,RoundTrip,Malaysia,1,34,47,0
Long Stay,Internet,RoundTrip,Malaysia,3,0,25,1
Long Stay,Internet,RoundTrip,Malaysia,3,26,63,1
Long Stay,Internet,RoundTrip,Malaysia,5,12,62,1
Long Stay,Internet,RoundTrip,Malaysia,2,13,60,0
Long Stay,Internet,RoundTrip,Malaysia,1,58,93,1
Long Stay,Internet,RoundTrip,Malaysia,6,15,45,0
Long Stay,Internet,RoundTrip,Malaysia,3,12,62,0
Long Stay,Internet,RoundTrip,Malaysia,5,14,43,0
Long Stay,Internet,RoundTrip,Malaysia,3,12,90,1
Long Stay,Internet,RoundTrip,Malaysia,4,28,61,1
Long Stay,Internet,RoundTrip,Malaysia,5,4,19,1
Long Stay,Internet,RoundTrip,Malaysia,6,14,90,0
Long Stay,Internet,RoundTrip,Malaysia,3,4,121,0
Long Stay,Internet,RoundTrip,Malaysia,5,5,60,0
Long Stay,Internet,RoundTrip,Malaysia,3,13,91,0
Long Stay,Internet,RoundTrip,Malaysia,5,21,62,0
Long Stay,Internet,RoundTrip,Malaysia,4,18,123,0
Long Stay,Internet,RoundTrip,Malaysia,4,8,72,0
Long Stay,Internet,RoundTrip,Malaysia,4,14,42,0
Long Stay,Internet,RoundTrip,Malaysia,5,18,93,0
Long Stay,Internet,RoundTrip,Malaysia,3,15,23,0
Long Stay,Internet,RoundTrip,Malaysia,4,29,44,1
Long Stay,Mobile,RoundTrip,Malaysia,7,87,67,0
Long Stay,Internet,RoundTrip,Malaysia,2,23,61,1
Long Stay,Internet,RoundTrip,Malaysia,1,10,45,0
Long Stay,Internet,RoundTrip,Malaysia,5,15,33,1
Long Stay,Internet,RoundTrip,Malaysia,1,16,75,0
Long Stay,Internet,RoundTrip,Malaysia,2,8,62,1
Long Stay,Internet,RoundTrip,Malaysia,4,25,31,0
Long Stay,Internet,RoundTrip,Malaysia,2,47,42,0
Long Stay,Internet,RoundTrip,Malaysia,2,9,40,1
Long Stay,Internet,RoundTrip,Malaysia,1,0,31,0
Long Stay,Internet,RoundTrip,Malaysia,2,15,31,0
Long Stay,Internet,RoundTrip,Malaysia,4,32,45,0
Long Stay,Internet,RoundTrip,Malaysia,2,54,59,0
Long Stay,Internet,RoundTrip,Malaysia,3,19,76,1
Long Stay,Internet,RoundTrip,Malaysia,2,11,57,0
Long Stay,Internet,RoundTrip,Malaysia,5,13,53,0
Long Stay,Internet,RoundTrip,Malaysia,3,26,203,1
Long Stay,Internet,RoundTrip,Malaysia,3,44,95,0
Long Stay,Internet,RoundTrip,Malaysia,3,1,36,1
Long Stay,Internet,RoundTrip,Malaysia,3,9,28,0
Long Stay,Internet,RoundTrip,Malaysia,4,5,52,0
Long Stay,Internet,RoundTrip,Malaysia,3,28,93,1
Long Stay,Internet,RoundTrip,Malaysia,4,33,94,1
Long Stay,Internet,RoundTrip,Malaysia,5,10,62,0
Long Stay,Internet,RoundTrip,Malaysia,4,13,28,0
Long Stay,Internet,RoundTrip,Malaysia,3,58,62,0
Long Stay,Internet,RoundTrip,Malaysia,5,11,69,0
Long Stay,Internet,RoundTrip,Malaysia,5,47,61,0
Long Stay,Internet,RoundTrip,Malaysia,1,4,49,0
Long Stay,Internet,RoundTrip,Malaysia,5,34,61,1
Long Stay,Internet,RoundTrip,Malaysia,5,3,92,0
Long Stay,Internet,RoundTrip,Malaysia,2,6,49,0
Long Stay,Internet,RoundTrip,Malaysia,2,32,61,0
Long Stay,Internet,RoundTrip,Malaysia,1,67,50,1
Long Stay,Internet,RoundTrip,Malaysia,5,13,33,0
Long Stay,Internet,RoundTrip,Malaysia,2,27,60,0
Long Stay,Internet,RoundTrip,Malaysia,3,12,32,0
Long Stay,Internet,RoundTrip,Malaysia,2,15,26,1
Long Stay,Internet,RoundTrip,Malaysia,5,12,59,1
Long Stay,Internet,RoundTrip,Malaysia,5,20,68,0
Long Stay,Internet,RoundTrip,Malaysia,3,77,41,0
Long Stay,Internet,RoundTrip,Malaysia,2,13,62,0
Long Stay,Internet,RoundTrip,Malaysia,6,17,48,1
Long Stay,Internet,RoundTrip,Malaysia,3,29,80,1
Long Stay,Internet,RoundTrip,Malaysia,2,32,64,0
Long Stay,Internet,RoundTrip,Malaysia,3,36,43,0
Long Stay,Internet,RoundTrip,Malaysia,2,115,56,0
Long Stay,Internet,RoundTrip,Malaysia,2,59,60,1
Long Stay,Internet,RoundTrip,Malaysia,4,34,30,1
Long Stay,Internet,RoundTrip,Malaysia,1,1,31,1
Long Stay,Internet,RoundTrip,Malaysia,3,12,45,1
Long Stay,Internet,RoundTrip,Malaysia,5,12,93,1
Long Stay,Internet,RoundTrip,Malaysia,3,12,45,1
Long Stay,Internet,RoundTrip,Malaysia,1,14,102,0
Long Stay,Internet,RoundTrip,Malaysia,3,7,92,0
Long Stay,Internet,RoundTrip,Malaysia,7,4,98,0
Long Stay,Internet,RoundTrip,Malaysia,7,70,30,0
Long Stay,Internet,RoundTrip,Malaysia,7,22,79,0
Long Stay,Internet,RoundTrip,Malaysia,4,25,76,0
Long Stay,Internet,RoundTrip,Malaysia,5,67,62,0
Long Stay,Internet,RoundTrip,Malaysia,3,49,62,0
Long Stay,Internet,RoundTrip,Malaysia,1,13,155,0
Long Stay,Internet,RoundTrip,Malaysia,2,32,99,0
Long Stay,Internet,RoundTrip,Malaysia,1,12,60,1
Long Stay,Internet,RoundTrip,Malaysia,4,7,61,1
Long Stay,Internet,RoundTrip,Malaysia,4,9,29,1
Long Stay,Internet,RoundTrip,Malaysia,6,26,47,1
Long Stay,Internet,RoundTrip,Malaysia,1,23,61,0
Long Stay,Internet,RoundTrip,Malaysia,3,8,38,1
Long Stay,Internet,RoundTrip,Malaysia,4,9,89,1
Long Stay,Internet,RoundTrip,Malaysia,3,5,17,0
Long Stay,Internet,RoundTrip,Malaysia,3,12,92,1
Long Stay,Internet,RoundTrip,Malaysia,5,25,63,0
Long Stay,Internet,RoundTrip,Malaysia,2,4,43,1
Long Stay,Internet,RoundTrip,Malaysia,3,9,58,0
Long Stay,Internet,RoundTrip,Malaysia,3,10,93,0
Long Stay,Internet,RoundTrip,Malaysia,4,4,58,0
Long Stay,Internet,RoundTrip,Malaysia,4,49,32,0
Long Stay,Internet,RoundTrip,Malaysia,1,5,30,0
Long Stay,Mobile,RoundTrip,Malaysia,5,1,24,0
Long Stay,Internet,RoundTrip,Malaysia,3,1,38,0
Long Stay,Internet,RoundTrip,Malaysia,2,14,28,0
Long Stay,Internet,RoundTrip,Malaysia,4,33,31,0
Long Stay,Internet,RoundTrip,Malaysia,4,39,63,1
Long Stay,Internet,RoundTrip,Malaysia,3,76,63,0
Long Stay,Internet,RoundTrip,Malaysia,7,47,60,0
Long Stay,Internet,RoundTrip,Malaysia,6,21,91,0
Long Stay,Internet,RoundTrip,Malaysia,5,63,53,1
Long Stay,Internet,RoundTrip,Malaysia,1,11,77,1
Long Stay,Internet,RoundTrip,Malaysia,4,13,268,1
Long Stay,Internet,RoundTrip,Malaysia,2,1,58,0
Long Stay,Internet,RoundTrip,Malaysia,3,44,31,1
Long Stay,Internet,RoundTrip,Malaysia,5,26,60,0
Long Stay,Internet,RoundTrip,Malaysia,1,9,93,0
Long Stay,Internet,RoundTrip,Malaysia,2,1,81,1
Long Stay,Internet,RoundTrip,Malaysia,6,26,92,0
Long Stay,Internet,RoundTrip,Malaysia,5,21,59,1
Long Stay,Internet,RoundTrip,Malaysia,1,53,69,0
Long Stay,Internet,RoundTrip,Malaysia,4,21,29,0
Long Stay,Internet,RoundTrip,Malaysia,4,8,32,0
Long Stay,Internet,RoundTrip,Malaysia,4,124,59,1
Long Stay,Internet,RoundTrip,Malaysia,1,0,54,0
Long Stay,Internet,RoundTrip,Malaysia,5,147,35,1
Long Stay,Internet,RoundTrip,Malaysia,2,2,85,0
Long Stay,Internet,RoundTrip,Malaysia,5,67,30,0
Long Stay,Internet,RoundTrip,Malaysia,4,32,34,0
Long Stay,Internet,RoundTrip,Malaysia,4,4,36,1
Long Stay,Mobile,RoundTrip,Italy,6,47,59,0
Long Stay,Internet,RoundTrip,Malaysia,1,34,49,1
Long Stay,Internet,RoundTrip,Malaysia,4,6,129,1
Long Stay,Internet,RoundTrip,Malaysia,1,16,67,0
Long Stay,Internet,RoundTrip,Malaysia,3,40,62,0
Long Stay,Internet,RoundTrip,Malaysia,3,54,41,1
Long Stay,Internet,RoundTrip,Malaysia,4,12,28,0
Long Stay,Internet,RoundTrip,Malaysia,4,4,62,1
Long Stay,Internet,RoundTrip,Malaysia,4,48,83,0
Long Stay,Internet,RoundTrip,Malaysia,1,32,53,0
Long Stay,Internet,RoundTrip,Malaysia,5,27,68,0
Long Stay,Internet,RoundTrip,Malaysia,1,3,36,0
Long Stay,Internet,RoundTrip,Malaysia,2,62,163,0
Long Stay,Internet,RoundTrip,Malaysia,7,8,21,0
Long Stay,Internet,RoundTrip,Malaysia,3,20,98,0
Long Stay,Internet,RoundTrip,Malaysia,6,3,33,1
Long Stay,Internet,RoundTrip,Malaysia,4,127,51,1
Long Stay,Internet,RoundTrip,Malaysia,3,163,93,0
Long Stay,Internet,RoundTrip,Malaysia,2,23,152,0
Long Stay,Internet,RoundTrip,Malaysia,6,10,31,1
Long Stay,Internet,RoundTrip,Malaysia,4,2,61,0
Long Stay,Internet,RoundTrip,Italy,3,13,61,0
Long Stay,Internet,RoundTrip,Malaysia,4,1,30,0
Long Stay,Internet,RoundTrip,Malaysia,1,46,93,0
Long Stay,Internet,RoundTrip,Malaysia,7,31,85,0
Long Stay,Internet,RoundTrip,Malaysia,3,40,85,0
Long Stay,Internet,RoundTrip,Malaysia,2,8,42,0
Long Stay,Internet,RoundTrip,Malaysia,5,7,30,0
Long Stay,Internet,RoundTrip,Malaysia,5,6,49,0
Long Stay,Internet,RoundTrip,Malaysia,1,130,22,0
Long Stay,Internet,RoundTrip,Malaysia,4,91,35,0
Long Stay,Internet,RoundTrip,Malaysia,4,64,62,0
Long Stay,Internet,RoundTrip,Malaysia,2,28,44,0
Long Stay,Internet,RoundTrip,Malaysia,6,13,28,1
Long Stay,Internet,RoundTrip,Malaysia,5,35,56,1
Long Stay,Internet,RoundTrip,Malaysia,6,4,50,0
Long Stay,Internet,RoundTrip,Malaysia,3,38,92,1
Long Stay,Internet,RoundTrip,Malaysia,5,16,62,0
Long Stay,Internet,RoundTrip,Malaysia,3,46,70,1
Long Stay,Internet,RoundTrip,Malaysia,5,24,29,0
Long Stay,Internet,RoundTrip,Malaysia,3,150,62,0
Long Stay,Internet,RoundTrip,Malaysia,3,4,55,1
Long Stay,Internet,RoundTrip,Malaysia,3,1,93,0
Long Stay,Internet,RoundTrip,Malaysia,5,9,61,1
Long Stay,Internet,RoundTrip,Malaysia,3,4,63,1
Long Stay,Internet,RoundTrip,Malaysia,1,15,37,0
Long Stay,Internet,RoundTrip,Malaysia,7,9,28,1
Long Stay,Internet,RoundTrip,Malaysia,3,61,59,1
Long Stay,Internet,RoundTrip,Malaysia,4,10,64,1
Long Stay,Internet,RoundTrip,Malaysia,4,7,57,1
Long Stay,Internet,RoundTrip,Malaysia,3,2,62,0
Long Stay,Internet,RoundTrip,Malaysia,3,15,90,1
Long Stay,Internet,RoundTrip,Malaysia,4,20,88,0
Long Stay,Internet,RoundTrip,Malaysia,1,15,30,0
Long Stay,Internet,RoundTrip,Malaysia,2,16,31,1
Long Stay,Internet,RoundTrip,Malaysia,4,18,66,1
Long Stay,Internet,RoundTrip,Malaysia,2,0,190,1
Long Stay,Internet,RoundTrip,Malaysia,3,26,75,1
Long Stay,Internet,RoundTrip,Malaysia,1,32,28,0
Long Stay,Internet,RoundTrip,Malaysia,3,19,62,1
Long Stay,Internet,RoundTrip,Malaysia,2,31,31,0
Long Stay,Internet,RoundTrip,Malaysia,3,7,89,0
Long Stay,Internet,RoundTrip,Malaysia,7,12,55,1
Long Stay,Internet,RoundTrip,Malaysia,4,2,61,1
Long Stay,Internet,RoundTrip,Malaysia,3,1,38,0
Long Stay,Internet,RoundTrip,Malaysia,5,11,59,0
Long Stay,Internet,RoundTrip,Malaysia,2,2,61,0
Long Stay,Internet,RoundTrip,Malaysia,2,29,18,0
Long Stay,Internet,RoundTrip,Malaysia,1,8,44,1
Long Stay,Internet,RoundTrip,Malaysia,5,21,46,0
Long Stay,Internet,RoundTrip,Malaysia,3,12,60,0
Long Stay,Internet,RoundTrip,Malaysia,5,17,90,1
Long Stay,Internet,RoundTrip,Malaysia,3,39,92,0
Long Stay,Internet,RoundTrip,Malaysia,5,7,38,1
Long Stay,Internet,RoundTrip,Malaysia,5,5,76,0
Long Stay,Internet,RoundTrip,Malaysia,4,5,44,1
Long Stay,Internet,RoundTrip,Malaysia,6,9,70,1
Long Stay,Internet,RoundTrip,Japan,5,20,59,0
Long Stay,Internet,RoundTrip,Malaysia,3,9,88,0
Long Stay,Internet,RoundTrip,Malaysia,5,7,77,1
Long Stay,Internet,RoundTrip,Malaysia,3,29,60,0
Long Stay,Internet,RoundTrip,Malaysia,4,3,25,0
Long Stay,Internet,RoundTrip,Malaysia,5,10,92,0
Long Stay,Internet,RoundTrip,Malaysia,1,3,45,1
Long Stay,Internet,RoundTrip,Malaysia,5,19,57,0
Long Stay,Internet,RoundTrip,Malaysia,3,19,51,1
Long Stay,Internet,RoundTrip,Malaysia,4,25,61,0
Long Stay,Internet,RoundTrip,Malaysia,5,15,68,1
Long Stay,Internet,RoundTrip,Malaysia,5,32,48,0
Long Stay,Internet,RoundTrip,Malaysia,2,13,31,1
Long Stay,Internet,RoundTrip,Malaysia,4,81,31,0
Long Stay,Internet,RoundTrip,Malaysia,5,12,91,0
Long Stay,Internet,RoundTrip,Malaysia,2,9,59,1
Long Stay,Internet,RoundTrip,Malaysia,4,4,62,1
Long Stay,Internet,RoundTrip,Malaysia,5,20,59,1
Long Stay,Internet,RoundTrip,Malaysia,3,1,32,0
Long Stay,Internet,RoundTrip,Malaysia,3,42,74,0
Long Stay,Internet,RoundTrip,Malaysia,3,51,22,0
Long Stay,Internet,RoundTrip,Malaysia,2,36,125,1
Long Stay,Internet,RoundTrip,Malaysia,1,0,56,1
Long Stay,Internet,RoundTrip,Malaysia,2,3,92,0
Long Stay,Internet,RoundTrip,Malaysia,5,8,59,0
Long Stay,Internet,RoundTrip,Malaysia,4,2,29,0
Long Stay,Internet,RoundTrip,Malaysia,4,7,31,0
Long Stay,Internet,RoundTrip,Malaysia,1,11,27,1
Long Stay,Mobile,RoundTrip,Malaysia,5,9,32,0
Long Stay,Internet,RoundTrip,Malaysia,4,17,64,0
Long Stay,Internet,RoundTrip,Malaysia,4,24,47,0
Long Stay,Internet,RoundTrip,Malaysia,4,11,37,0
Long Stay,Internet,RoundTrip,Malaysia,4,10,92,1
Long Stay,Internet,RoundTrip,Malaysia,4,32,34,0
Long Stay,Internet,RoundTrip,Malaysia,5,10,44,1
Long Stay,Internet,RoundTrip,Malaysia,5,57,50,1
Long Stay,Internet,RoundTrip,Malaysia,4,51,50,1
Long Stay,Internet,RoundTrip,Malaysia,7,20,45,1
Long Stay,Internet,RoundTrip,Malaysia,7,22,62,0
Long Stay,Internet,RoundTrip,Malaysia,2,97,62,1
Long Stay,Internet,RoundTrip,Malaysia,5,34,85,0
Long Stay,Internet,RoundTrip,Malaysia,3,26,62,0
Long Stay,Internet,RoundTrip,Malaysia,5,73,74,0
Long Stay,Internet,RoundTrip,Malaysia,3,7,58,1
Long Stay,Internet,RoundTrip,Malaysia,3,13,44,1
Long Stay,Internet,RoundTrip,Malaysia,2,11,48,0
Long Stay,Internet,RoundTrip,Malaysia,2,28,59,0
Long Stay,Internet,RoundTrip,Malaysia,4,10,33,1
Long Stay,Internet,RoundTrip,Malaysia,3,16,49,1
Long Stay,Internet,RoundTrip,Malaysia,3,20,53,1
Long Stay,Internet,RoundTrip,Malaysia,1,6,60,1
Long Stay,Internet,RoundTrip,Malaysia,6,9,61,0
Long Stay,Internet,RoundTrip,Malaysia,2,9,38,1
Long Stay,Internet,RoundTrip,Malaysia,1,29,60,0
Long Stay,Internet,RoundTrip,Malaysia,4,11,57,0
Long Stay,Internet,RoundTrip,Malaysia,5,10,90,0
Long Stay,Internet,RoundTrip,Malaysia,1,63,32,1
Long Stay,Internet,RoundTrip,Malaysia,1,138,45,0
Long Stay,Internet,RoundTrip,Malaysia,3,7,32,1
Long Stay,Internet,RoundTrip,Malaysia,5,11,63,0
Long Stay,Internet,RoundTrip,Malaysia,1,3,31,1
Long Stay,Internet,RoundTrip,Malaysia,2,16,62,0
Long Stay,Internet,RoundTrip,Malaysia,2,2,31,0
Long Stay,Internet,RoundTrip,Malaysia,1,14,126,0
Long Stay,Internet,RoundTrip,Malaysia,5,10,52,1
Long Stay,Internet,RoundTrip,Malaysia,4,19,61,0
Long Stay,Internet,RoundTrip,Malaysia,3,4,90,1
Long Stay,Internet,RoundTrip,Malaysia,6,19,44,0
Long Stay,Internet,RoundTrip,Malaysia,3,12,78,0
Long Stay,Internet,RoundTrip,Malaysia,4,5,91,1
Long Stay,Internet,RoundTrip,Malaysia,2,1,19,0
Long Stay,Internet,RoundTrip,Malaysia,3,14,23,0
Long Stay,Internet,RoundTrip,Malaysia,2,36,62,1
Long Stay,Internet,RoundTrip,Malaysia,3,6,24,1
Long Stay,Internet,RoundTrip,Malaysia,5,25,63,0
Long Stay,Internet,RoundTrip,Malaysia,5,17,63,0
Long Stay,Internet,RoundTrip,Malaysia,1,17,31,0
Long Stay,Internet,RoundTrip,Malaysia,7,97,122,0
Long Stay,Internet,RoundTrip,Malaysia,2,21,59,1
Long Stay,Internet,RoundTrip,Malaysia,4,7,29,0
Long Stay,Internet,RoundTrip,Malaysia,4,32,31,0
Long Stay,Internet,RoundTrip,Malaysia,4,23,60,0
Long Stay,Internet,RoundTrip,Malaysia,2,21,90,0
Long Stay,Internet,RoundTrip,Australia,1,59,18,0
Long Stay,Internet,RoundTrip,Australia,4,44,59,0
Long Stay,Internet,RoundTrip,Australia,4,66,77,0
Long Stay,Internet,RoundTrip,Indonesia,2,22,50,0
Long Stay,Internet,RoundTrip,Australia,6,77,34,0
Long Stay,Internet,RoundTrip,Australia,2,130,21,0
Long Stay,Internet,RoundTrip,Australia,7,266,109,0
Long Stay,Internet,RoundTrip,Australia,6,44,20,0
Long Stay,Internet,RoundTrip,Australia,5,11,26,0
Long Stay,Internet,RoundTrip,Australia,1,75,18,0
Long Stay,Internet,RoundTrip,Australia,6,22,22,1
Long Stay,Internet,RoundTrip,Australia,5,51,18,0
Long Stay,Internet,RoundTrip,Australia,1,241,17,0
Long Stay,Internet,RoundTrip,Australia,1,31,38,0
Long Stay,Internet,RoundTrip,Australia,4,142,25,0
Long Stay,Internet,RoundTrip,Australia,6,51,25,0
Long Stay,Internet,RoundTrip,Australia,3,15,24,0
Long Stay,Internet,RoundTrip,Australia,7,74,17,0
Long Stay,Internet,RoundTrip,Australia,5,59,17,0
Long Stay,Internet,RoundTrip,Australia,4,84,42,0
Long Stay,Internet,OneWay,Australia,4,16,46,0
Long Stay,Internet,RoundTrip,Australia,2,20,159,0
Long Stay,Internet,RoundTrip,Australia,1,39,36,0
Long Stay,Internet,RoundTrip,Australia,3,71,19,0
Long Stay,Internet,RoundTrip,Australia,2,25,19,0
Long Stay,Internet,RoundTrip,Australia,2,106,37,0
Long Stay,Internet,RoundTrip,Australia,5,148,20,0
Long Stay,Internet,RoundTrip,Australia,7,11,87,0
Long Stay,Internet,RoundTrip,Australia,4,66,21,0
Long Stay,Internet,RoundTrip,Australia,5,393,17,0
Long Stay,Internet,RoundTrip,Australia,5,51,19,0
Long Stay,Internet,RoundTrip,Hong Kong,3,14,206,0
Long Stay,Internet,RoundTrip,Australia,2,16,18,0
Long Stay,Internet,RoundTrip,Australia,7,9,179,0
Long Stay,Internet,RoundTrip,Australia,5,132,21,0
Long Stay,Internet,RoundTrip,Australia,3,27,22,0
Long Stay,Internet,RoundTrip,Australia,4,142,25,0
Long Stay,Internet,RoundTrip,Nepal,4,3,123,0
Long Stay,Internet,RoundTrip,Cambodia,3,301,25,0
Long Stay,Internet,RoundTrip,Cambodia,2,82,26,1
Long Stay,Internet,RoundTrip,Vietnam,5,99,22,1
Long Stay,Internet,RoundTrip,Vietnam,5,38,31,0
Long Stay,Internet,RoundTrip,Vietnam,7,29,18,0
Long Stay,Internet,RoundTrip,Vietnam,5,21,17,1
Long Stay,Internet,RoundTrip,Singapore,5,274,24,0
Long Stay,Internet,RoundTrip,Philippines,2,18,148,0
Long Stay,Internet,RoundTrip,Singapore,1,1,19,1
Long Stay,Internet,RoundTrip,Singapore,5,3,28,0
Long Stay,Internet,RoundTrip,Singapore,7,75,45,0
Short Stay,Internet,RoundTrip,Singapore,3,1,1,0
Long Stay,Internet,RoundTrip,Australia,2,78,36,0
Long Stay,Internet,RoundTrip,Singapore,7,27,29,0
Long Stay,Internet,RoundTrip,Singapore,7,25,36,0
Long Stay,Internet,RoundTrip,Singapore,3,61,28,0
Long Stay,Internet,RoundTrip,Singapore,4,19,17,0
Long Stay,Internet,RoundTrip,Singapore,2,93,21,1
Long Stay,Mobile,RoundTrip,Singapore,3,19,30,0
Long Stay,Internet,RoundTrip,Singapore,1,54,146,0
Long Stay,Internet,RoundTrip,Singapore,7,29,30,0
Long Stay,Internet,RoundTrip,Singapore,5,23,29,0
Long Stay,Internet,RoundTrip,Singapore,2,6,28,0
Long Stay,Internet,RoundTrip,Netherlands,6,158,18,0
Long Stay,Internet,RoundTrip,Singapore,1,4,37,0
Long Stay,Internet,RoundTrip,Singapore,3,193,119,0
Long Stay,Internet,RoundTrip,Philippines,1,30,31,0
Long Stay,Mobile,RoundTrip,Singapore,1,37,18,1
Long Stay,Internet,RoundTrip,Indonesia,1,408,25,0
Long Stay,Internet,OneWay,Netherlands,2,66,23,0
Long Stay,Internet,RoundTrip,Australia,2,52,24,0
Long Stay,Internet,RoundTrip,Australia,2,45,21,0
Long Stay,Internet,RoundTrip,Australia,3,108,27,0
Long Stay,Internet,RoundTrip,Australia,3,54,32,0
Long Stay,Internet,RoundTrip,Netherlands,4,12,30,0
Long Stay,Internet,RoundTrip,Australia,7,8,81,0
Long Stay,Internet,RoundTrip,Australia,4,17,27,0
Long Stay,Internet,RoundTrip,Australia,4,15,35,0
Long Stay,Mobile,RoundTrip,Australia,3,12,27,0
Long Stay,Internet,RoundTrip,Australia,5,48,19,0
Long Stay,Internet,RoundTrip,Australia,5,57,22,0
Long Stay,Internet,OneWay,Australia,6,126,17,0
Long Stay,Internet,RoundTrip,Australia,4,91,17,0
Long Stay,Internet,RoundTrip,Australia,6,52,40,0
Long Stay,Internet,RoundTrip,Australia,5,61,20,0
Long Stay,Internet,RoundTrip,Australia,7,131,28,0
Long Stay,Internet,RoundTrip,Australia,7,70,19,0
Long Stay,Internet,RoundTrip,Australia,6,39,43,0
Long Stay,Internet,RoundTrip,Australia,5,85,29,0
Long Stay,Internet,RoundTrip,Australia,5,252,44,0
Long Stay,Internet,RoundTrip,Australia,3,13,86,0
Long Stay,Internet,RoundTrip,Australia,7,92,18,0
Long Stay,Mobile,RoundTrip,Australia,5,0,82,0
Long Stay,Internet,RoundTrip,Australia,4,74,32,0
Long Stay,Internet,RoundTrip,Australia,1,66,19,0
Long Stay,Internet,RoundTrip,Australia,3,147,63,0
Long Stay,Internet,RoundTrip,Australia,2,37,19,0
